driverId,truckId,eventDate,eventType,longitude,latitude
20,33,2016-05-28-11,Normal,-91.38,34.83
26,38,2016-05-28-11,Normal,-93.69,37.16
24,89,2016-05-28-11,Normal,-91.63,41.72
25,106,2016-05-28-11,Normal,-91.94,41.71
26,38,2016-05-28-11,Normal,-93.34,37.21
25,106,2016-05-28-11,Normal,-92.19,41.74
32,21,2016-05-28-11,Normal,-88.77,40.76
12,22,2016-05-28-11,Normal,-91.24,41.67
32,21,2016-05-28-11,Normal,-88.42,41.11
14,56,2016-05-28-11,Normal,-94.46,37.16
21,54,2016-05-28-11,Normal,-88.77,40.76
17,27,2016-05-28-11,Normal,-93.01,38.97
24,89,2016-05-28-11,Normal,-91.47,41.74
15,92,2016-05-28-11,Normal,-94.38,38.99
27,60,2016-05-28-11,Normal,-92.85,38.93
24,89,2016-05-28-11,Normal,-91.32,41.71
26,38,2016-05-28-11,Normal,-92.99,37.34
20,33,2016-05-28-11,Normal,-90.68,35.12
25,106,2016-05-28-11,Normal,-92.74,41.75
19,65,2016-05-28-11,Normal,-97.37,36.79
11,39,2016-05-28-11,Normal,-92.4,41.78
29,68,2016-05-28-11,Normal,-97.34,36.63
13,69,2016-05-28-11,Normal,-90.07,35.1
23,44,2016-05-28-11,Normal,-91.74,34.89
23,44,2016-05-28-11,Normal,-91.38,34.83
10,43,2016-05-28-11,Normal,-92.89,37.51
29,68,2016-05-28-11,Normal,-97.35,36.4
20,33,2016-05-28-11,Normal,-90.37,35.21
12,22,2016-05-28-11,Normal,-92.4,41.78
24,89,2016-05-28-11,Normal,-90.7,41.62
17,27,2016-05-28-11,Normal,-92.38,38.98
11,39,2016-05-28-11,Normal,-93.04,41.71
16,71,2016-05-28-11,Normal,-91.05,41.72
13,69,2016-05-28-11,Normal,-90.07,35.68
27,60,2016-05-28-11,Normal,-92.38,38.98
11,39,2016-05-28-11,Normal,-93.36,41.69
18,11,2016-05-28-11,Normal,-90.63,39.7
19,65,2016-05-28-11,Normal,-97.14,36.41
17,86,2016-06-02-20,Normal,-91.19,38.83
28,34,2016-06-02-20,Normal,-90.52,39.71
20,47,2016-06-02-20,Normal,-91.59,41.7
27,59,2016-06-02-20,Normal,-91.19,38.83
16,69,2016-06-02-20,Normal,-91.63,41.72
18,16,2016-06-02-20,Normal,-90.63,39.7
11,19,2016-06-02-20,Normal,-88.07,41.48
22,24,2016-06-02-20,Normal,-91.93,34.81
18,16,2016-06-02-20,Normal,-90.52,39.71
24,102,2016-06-02-20,Normal,-87.67,41.87
25,53,2016-06-02-20,Normal,-89.8,35.94
21,21,2016-06-02-20,Normal,-94.59,39.1
12,55,2016-06-02-20,Normal,-90.07,35.68
16,69,2016-06-02-20,Normal,-91.78,42.23
31,82,2016-06-02-20,Normal,-94.59,39.1
28,34,2016-06-02-20,Normal,-90.97,39.72
32,84,2016-06-02-20,Normal,-92.09,34.8
21,21,2016-06-02-20,Normal,-94.38,38.99
15,48,2016-06-02-20,Normal,-92.31,34.78
29,108,2016-06-02-20,Normal,-96.97,36.24
10,23,2016-06-02-20,Normal,-91.55,38.04
12,55,2016-06-02-20,Normal,-90.24,35.35
22,24,2016-06-02-20,Normal,-92.31,34.78
25,53,2016-06-02-20,Normal,-90.24,35.35
24,102,2016-06-02-20,Normal,-88.77,40.76
26,42,2016-06-02-20,Normal,-91.99,37.94
30,41,2016-06-02-20,Normal,-90.2,41.59
16,69,2016-06-02-20,Normal,-91.63,41.72
12,55,2016-06-02-20,Normal,-90.07,35.1
21,21,2016-06-02-20,Normal,-94.38,38.67
18,16,2016-06-02-20,Normal,-91.36,39.76
11,19,2016-06-02-20,Normal,-88.77,40.76
25,53,2016-06-02-20,Normal,-90.07,35.1
31,82,2016-06-02-20,Normal,-94.35,38.33
22,24,2016-06-02-20,Normal,-91.74,34.89
24,102,2016-06-02-20,Normal,-89.63,39.84
14,15,2016-06-02-20,Normal,-94.35,38.33
29,108,2016-06-02-20,Normal,-95.99,36.17
25,53,2016-06-02-20,Normal,-90.24,35.35
13,10,2016-06-02-20,Normal,-89.6,41.76
11,19,2016-06-02-20,Normal,-89.63,39.84
21,21,2016-06-02-20,Normal,-94.37,38.0
16,69,2016-06-02-20,Normal,-91.05,41.72
28,34,2016-06-02-20,Normal,-91.8,39.67
25,53,2016-06-02-20,Normal,-90.07,35.68
13,10,2016-06-02-20,Normal,-89.29,41.85
22,24,2016-06-02-20,Normal,-91.14,34.96
28,34,2016-06-02-20,Normal,-92.07,39.71
26,42,2016-06-02-20,Normal,-92.61,37.7
27,59,2016-06-02-20,Normal,-92.53,38.98
13,10,2016-06-02-20,Normal,-89.03,41.92
12,55,2016-06-02-20,Normal,-89.65,36.37
17,86,2016-06-02-20,Normal,-92.85,38.93
30,41,2016-06-02-20,Normal,-88.96,42.25
26,42,2016-06-02-20,Normal,-92.74,37.6
32,84,2016-06-02-20,Normal,-90.94,35.03
17,86,2016-06-02-20,Normal,-93.01,38.97
27,59,2016-06-02-20,Normal,-92.85,38.93
25,53,2016-06-02-20,Normal,-89.54,36.84
16,69,2016-06-02-20,Normal,-90.44,41.54
21,21,2016-06-02-20,Normal,-94.46,37.16
20,47,2016-06-02-20,Normal,-88.96,42.25
30,41,2016-06-02-20,Normal,-88.41,42.11
23,93,2016-06-02-20,Normal,-90.29,40.96
31,82,2016-06-02-20,Normal,-94.58,37.03
26,42,2016-06-02-20,Normal,-92.99,37.34
13,10,2016-06-02-20,Normal,-88.41,42.11
14,15,2016-06-02-20,Normal,-94.58,37.03
18,16,2016-06-02-20,Normal,-92.74,39.76
16,69,2016-06-02-20,Normal,-89.52,40.7
15,48,2016-06-02-20,Normal,-90.37,35.21
12,55,2016-06-02-20,Normal,-89.71,37.47
24,102,2016-06-02-20,Normal,-89.17,40.38
15,48,2016-06-02-20,Normal,-90.04,35.19
20,47,2016-06-02-20,Normal,-88.02,42.04
18,16,2016-06-02-20,Normal,-92.94,39.77
19,109,2016-06-02-20,Normal,-94.88,35.47
25,53,2016-06-02-20,Normal,-90.0,37.72
13,10,2016-06-02-20,Normal,-87.66,41.89
27,59,2016-06-02-20,Normal,-93.45,38.99
16,69,2016-06-02-20,Normal,-89.52,40.7
24,102,2016-06-02-20,Normal,-88.42,41.11
21,21,2016-06-02-20,Normal,-94.31,37.31
14,15,2016-06-02-20,Normal,-94.3,37.66
22,24,2016-06-02-20,Normal,-90.37,35.21
19,109,2016-06-02-20,Normal,-94.22,35.5
29,108,2016-06-02-20,Normal,-94.22,35.5
20,47,2016-06-02-20,Normal,-87.66,41.89
11,19,2016-06-02-20,Normal,-88.42,41.11
14,15,2016-06-02-20,Normal,-94.37,38.0
24,102,2016-06-02-20,Normal,-88.07,41.48
12,55,2016-06-02-20,Normal,-90.15,38.62
29,108,2016-06-02-20,Normal,-93.61,35.51
16,69,2016-06-02-20,Normal,-90.44,41.54
10,23,2016-06-02-20,Normal,-93.96,37.08
20,47,2016-06-02-20,Normal,-88.02,42.04
24,102,2016-06-02-20,Normal,-87.67,41.87
12,55,2016-06-02-20,Normal,-90.15,38.62
28,34,2016-06-02-20,Normal,-93.93,39.76
19,109,2016-06-02-20,Normal,-93.61,35.51
25,53,2016-06-02-20,Normal,-90.15,38.62
24,102,2016-06-02-20,Normal,-87.67,41.87
17,86,2016-06-02-20,Normal,-94.44,39.1
22,24,2016-06-02-20,Normal,-91.38,34.83
29,108,2016-06-02-20,Normal,-93.12,35.31
13,10,2016-06-02-20,Normal,-88.64,42.21
20,47,2016-06-02-20,Normal,-88.64,42.21
13,10,2016-06-02-20,Normal,-88.96,42.25
15,48,2016-06-02-20,Normal,-91.38,34.83
18,16,2016-06-02-20,Normal,-94.25,39.73
21,21,2016-06-02-20,Normal,-94.38,38.99
11,19,2016-06-02-20,Normal,-88.07,41.48
29,108,2016-06-02-20,Normal,-92.87,35.25
31,82,2016-06-02-20,Normal,-94.59,39.1
13,10,2016-06-02-20,Normal,-89.03,41.92
10,23,2016-06-02-20,Normal,-95.01,36.73
28,34,2016-06-02-20,Normal,-94.24,39.63
25,53,2016-06-02-20,Normal,-90.0,37.72
27,59,2016-06-02-20,Normal,-94.44,39.1
15,48,2016-06-02-20,Normal,-91.93,34.81
10,23,2016-06-02-20,Normal,-95.14,36.66
13,10,2016-06-02-20,Normal,-89.29,41.85
30,41,2016-06-02-20,Normal,-89.6,41.76
28,34,2016-06-02-20,Normal,-94.28,39.53
17,86,2016-06-02-20,Normal,-94.0,39.03
32,84,2016-06-02-20,Normal,-92.09,34.8
14,15,2016-06-02-20,Normal,-94.38,38.67
32,84,2016-06-02-20,Normal,-92.31,34.78
21,21,2016-06-02-20,Normal,-94.38,38.99
22,24,2016-06-02-20,Normal,-92.31,34.78
26,42,2016-06-02-20,Normal,-95.69,36.25
16,69,2016-06-02-20,Normal,-91.63,41.72
21,21,2016-06-02-20,Normal,-94.35,38.33
29,108,2016-06-02-20,Normal,-92.25,34.92
26,42,2016-06-02-20,Normal,-95.5,36.37
15,48,2016-06-02-20,Normal,-92.31,34.78
12,55,2016-06-02-20,Normal,-89.8,35.94
25,53,2016-06-02-20,Normal,-89.65,36.37
20,47,2016-06-02-20,Normal,-89.88,41.77
11,19,2016-06-02-20,Normal,-90.2,38.65
14,15,2016-06-02-20,Normal,-94.35,38.33
18,16,2016-06-02-20,Normal,-94.57,39.15
31,82,2016-06-02-20,Normal,-94.3,37.66
26,42,2016-06-02-20,Normal,-95.76,36.18
27,59,2016-06-02-20,Normal,-93.85,39.01
21,21,2016-06-02-20,Normal,-94.3,37.66
18,16,2016-06-02-20,Normal,-94.57,39.15
14,15,2016-06-02-20,Normal,-94.3,37.66
24,102,2016-06-02-20,Normal,-90.2,38.65
18,16,2016-06-02-20,Normal,-94.42,39.27
28,34,2016-06-02-20,Normal,-94.42,39.27
19,109,2016-06-02-20,Normal,-92.53,35.15
25,53,2016-06-02-20,Normal,-90.07,35.68
10,23,2016-06-02-20,Normal,-95.99,36.17
17,86,2016-06-02-20,Normal,-93.01,38.97
22,24,2016-06-02-20,Normal,-91.38,34.83
26,42,2016-06-02-20,Normal,-95.76,36.18
31,82,2016-06-02-20,Normal,-94.46,37.16
27,59,2016-06-02-20,Normal,-93.2,38.98
13,10,2016-06-02-20,Normal,-91.59,41.7
15,48,2016-06-02-20,Normal,-91.38,34.83
22,24,2016-06-02-20,Normal,-91.14,34.96
18,16,2016-06-02-20,Normal,-94.28,39.53
12,55,2016-06-02-20,Normal,-90.07,35.1
19,109,2016-06-02-20,Normal,-93.12,35.31
17,86,2016-06-02-20,Normal,-92.63,38.95
10,23,2016-06-02-20,Normal,-95.69,36.25
23,93,2016-06-02-20,Normal,-90.44,41.54
26,42,2016-06-02-20,Normal,-95.5,36.37
28,34,2016-06-02-20,Normal,-94.24,39.63
30,41,2016-06-02-20,Normal,-92.19,41.74
20,47,2016-06-02-20,Normal,-92.19,41.74
16,69,2016-06-02-20,Normal,-90.44,41.54
12,55,2016-06-02-20,Normal,-90.07,35.68
14,15,2016-06-02-20,Normal,-94.3,37.66
30,41,2016-06-02-20,Normal,-91.24,41.67
32,84,2016-06-02-20,Normal,-92.31,34.78
27,59,2016-06-02-20,Normal,-90.55,38.81
29,108,2016-06-02-20,Normal,-97.14,36.41
20,47,2016-06-02-20,Normal,-91.24,41.67
24,102,2016-06-02-20,Normal,-89.17,40.38
12,55,2016-06-02-20,Normal,-89.71,37.47
15,48,2016-06-02-20,Normal,-92.31,34.78
26,42,2016-06-02-20,Normal,-92.31,37.81
23,93,2016-06-02-20,Normal,-91.47,41.74
20,47,2016-06-02-20,Normal,-90.82,41.66
24,102,2016-06-02-20,Normal,-88.77,40.76
15,48,2016-06-02-20,Normal,-92.09,34.8
27,59,2016-06-02-20,Normal,-90.21,38.65
21,21,2016-06-02-20,Normal,-94.46,37.16
22,24,2016-06-02-20,Normal,-91.74,34.89
21,21,2016-06-02-20,Normal,-94.58,37.03
17,86,2016-06-02-20,Normal,-90.55,38.81
28,34,2016-06-02-20,Normal,-91.2,39.75
28,34,2016-06-02-20,Normal,-90.97,39.72
11,19,2016-06-02-20,Normal,-88.77,40.76
21,21,2016-06-02-20,Normal,-94.58,37.03
23,93,2016-06-02-20,Normal,-91.05,41.72
25,53,2016-06-02-20,Normal,-89.56,37.2
13,10,2016-06-02-20,Normal,-90.2,41.59
10,23,2016-06-02-20,Normal,-90.69,38.5
29,108,2016-06-02-20,Normal,-97.32,37.15
30,41,2016-06-02-20,Normal,-87.66,41.89
13,10,2016-06-02-20,Normal,-87.66,41.89
31,82,2016-06-02-20,Normal,-94.59,39.1
25,53,2016-06-02-20,Normal,-89.8,35.94
26,42,2016-06-02-20,Normal,-90.18,38.64
22,24,2016-06-02-20,Normal,-91.14,34.96
14,15,2016-06-02-20,Normal,-94.38,38.99
18,16,2016-06-02-20,Normal,-89.66,39.78
14,15,2016-06-02-20,Normal,-94.38,38.67
24,102,2016-06-02-20,Normal,-89.74,39.1
17,86,2016-06-02-20,Normal,-92.38,38.98
31,82,2016-06-02-20,Normal,-94.38,38.67
15,48,2016-06-02-20,Normal,-91.14,34.96
16,69,2016-06-02-20,Normal,-91.05,41.72
11,19,2016-06-02-20,Normal,-89.74,39.1
10,23,2016-06-02-20,Normal,-90.18,38.64
23,93,2016-06-02-20,Normal,-91.32,41.71
27,59,2016-06-02-20,Normal,-92.38,38.98
19,109,2016-06-02-20,Normal,-97.37,36.79
24,102,2016-06-02-20,Normal,-89.17,40.38
32,84,2016-06-02-20,Normal,-91.93,34.81
30,41,2016-06-02-20,Normal,-88.64,42.21
10,23,2016-06-02-20,Normal,-90.18,38.64
16,69,2016-06-02-20,Normal,-90.44,41.54
18,16,2016-06-02-20,Normal,-91.36,39.76
32,84,2016-06-02-20,Normal,-90.94,35.03
29,108,2016-06-02-20,Normal,-95.3,35.64
23,93,2016-06-02-20,Normal,-90.29,40.96
10,23,2016-06-02-20,Normal,-91.69,37.99
27,59,2016-06-02-20,Normal,-94.31,39.04
26,42,2016-06-02-20,Normal,-92.08,37.81
11,19,2016-06-02-20,Normal,-89.63,39.84
17,86,2016-06-02-20,Normal,-94.44,39.1
14,15,2016-06-02-20,Normal,-94.38,38.67
29,108,2016-06-02-20,Normal,-95.15,35.51
32,84,2016-06-02-20,Normal,-90.37,35.21
24,102,2016-06-02-20,Normal,-89.74,39.1
17,86,2016-06-02-20,Normal,-94.31,39.04
28,34,2016-06-02-20,Normal,-91.59,39.68
23,93,2016-06-02-20,Normal,-89.52,40.7
31,82,2016-06-02-20,Normal,-94.38,38.99
20,47,2016-06-02-20,Normal,-92.4,41.78
29,108,2016-06-02-20,Normal,-94.57,35.37
10,23,2016-06-02-20,Normal,-92.31,37.81
16,69,2016-06-02-20,Normal,-89.52,40.7
27,59,2016-06-02-20,Normal,-94.44,39.1
20,47,2016-06-02-20,Normal,-92.74,41.75
18,16,2016-06-02-20,Normal,-92.27,39.76
13,10,2016-06-02-20,Normal,-92.4,41.78
12,55,2016-06-02-20,Normal,-89.56,37.2
19,109,2016-06-02-20,Normal,-92.25,34.92
23,93,2016-06-02-20,Normal,-91.78,42.23
30,41,2016-06-02-20,Normal,-91.94,41.71
27,59,2016-06-02-20,Normal,-92.53,38.98
10,23,2016-06-02-20,Normal,-94.54,37.02
15,48,2016-06-02-20,Normal,-92.31,34.78
30,41,2016-06-02-20,Normal,-91.59,41.7
23,93,2016-06-02-20,Normal,-91.78,42.23
22,24,2016-06-02-20,Normal,-92.09,34.8
24,102,2016-06-02-20,Normal,-92.31,34.78
12,55,2016-06-02-20,Normal,-90.0,37.72
19,109,2016-06-02-20,Normal,-92.25,34.75
28,34,2016-06-02-20,Normal,-94.25,39.73
25,53,2016-06-02-20,Normal,-89.71,37.47
24,102,2016-06-02-20,Normal,-92.09,34.8
18,16,2016-06-02-20,Normal,-94.28,39.53
23,93,2016-06-02-20,Normal,-91.47,41.74
19,109,2016-06-02-20,Normal,-92.25,34.92
10,23,2016-06-02-20,Normal,-95.01,36.73
29,108,2016-06-02-20,Normal,-92.87,35.25
20,47,2016-06-02-20,Normal,-90.82,41.66
27,59,2016-06-02-20,Normal,-92.03,38.97
15,48,2016-06-02-20,Normal,-91.74,34.89
21,21,2016-06-02-20,Normal,-89.63,39.84
23,93,2016-06-02-20,Normal,-91.32,41.71
20,47,2016-06-02-20,Normal,-90.64,41.56
23,93,2016-06-02-20,Normal,-91.05,41.72
16,69,2016-06-02-20,Normal,-91.05,41.72
27,59,2016-06-02-20,Normal,-91.74,38.94
27,59,2016-06-02-20,Normal,-91.56,38.93
17,86,2016-06-02-20,Normal,-91.33,38.87
21,21,2016-06-02-20,Normal,-88.77,40.76
18,16,2016-06-02-20,Normal,-94.57,39.15
15,48,2016-06-02-20,Normal,-91.14,34.96
31,82,2016-06-02-20,Normal,-88.42,41.11
11,19,2016-06-02-20,Normal,-89.03,41.92
24,102,2016-06-02-20,Normal,-91.14,34.96
12,55,2016-06-02-20,Normal,-90.35,38.43
13,10,2016-06-02-20,Normal,-90.2,41.59
15,48,2016-06-02-20,Normal,-90.94,35.03
30,41,2016-06-02-20,Normal,-89.88,41.77
32,84,2016-06-02-20,Normal,-90.68,35.12
21,21,2016-06-02-20,Normal,-88.07,41.48
11,19,2016-06-02-20,Normal,-88.96,42.25
28,34,2016-06-02-20,Normal,-94.57,39.15
30,41,2016-06-02-20,Normal,-89.6,41.76
31,82,2016-06-02-20,Normal,-87.67,41.87
25,53,2016-06-02-20,Normal,-90.35,38.43
23,93,2016-06-02-20,Normal,-90.0,37.72
29,108,2016-06-02-20,Normal,-95.56,35.97
17,86,2016-06-02-20,Normal,-90.21,38.65
15,48,2016-06-02-20,Normal,-90.44,41.54
25,53,2016-06-02-20,Normal,-89.65,36.37
19,109,2016-06-02-20,Normal,-95.42,35.87
22,24,2016-06-02-20,Normal,-91.14,34.96
25,53,2016-06-02-20,Normal,-89.8,35.94
14,15,2016-06-02-20,Normal,-90.7,41.62
23,93,2016-06-02-20,Normal,-89.56,37.2
20,47,2016-06-02-20,Normal,-87.66,41.89
27,59,2016-06-02-20,Normal,-90.21,38.65
18,16,2016-06-02-20,Normal,-93.33,39.77
22,24,2016-06-02-20,Normal,-91.38,34.83
32,84,2016-06-02-20,Normal,-91.32,41.71
18,16,2016-06-02-20,Normal,-93.13,39.78
24,102,2016-06-02-20,Normal,-91.38,34.83
14,15,2016-06-02-20,Normal,-90.44,41.54
26,42,2016-06-02-20,Normal,-94.54,37.02
17,86,2016-06-02-20,Normal,-90.67,38.82
15,48,2016-06-02-20,Normal,-91.32,41.71
18,16,2016-06-02-20,Normal,-92.94,39.77
21,21,2016-06-02-20,Normal,-90.2,38.65
24,102,2016-06-02-20,Normal,-91.74,34.89
12,55,2016-06-02-20,Normal,-90.07,35.1
11,19,2016-06-02-20,Normal,-90.82,41.66
14,15,2016-06-02-20,Normal,-90.29,40.96
30,41,2016-06-02-20,Normal,-89.6,41.76
27,59,2016-06-02-20,Normal,-91.33,38.87
32,84,2016-06-02-20,Normal,-91.32,41.71
18,16,2016-06-02-20,Normal,-91.8,39.67
10,23,2016-06-02-20,Normal,-93.14,37.26
22,24,2016-06-02-20,Normal,-91.38,34.83
11,19,2016-06-02-20,Normal,-91.24,41.67
24,102,2016-06-02-20,Normal,-91.74,34.89
10,23,2016-06-02-20,Normal,-92.99,37.34
24,102,2016-06-02-20,Normal,-91.93,34.81
22,24,2016-06-02-20,Normal,-91.14,34.96
19,109,2016-06-02-20,Normal,-97.37,36.79
25,53,2016-06-02-20,Normal,-89.71,37.47
18,16,2016-06-02-20,Normal,-91.2,39.75
22,24,2016-06-02-20,Normal,-90.94,35.03
27,59,2016-06-02-20,Normal,-91.56,38.93
11,19,2016-06-02-20,Normal,-91.59,41.7
28,34,2016-06-02-20,Normal,-91.8,39.67
31,82,2016-06-02-20,Normal,-87.67,41.87
23,93,2016-06-02-20,Normal,-89.8,35.94
21,21,2016-06-02-20,Normal,-87.67,41.87
26,42,2016-06-02-20,Normal,-92.61,37.7
31,82,2016-06-02-20,Normal,-88.07,41.48
24,89,2016-06-02-20,Normal,-90.29,40.96
21,54,2016-06-02-20,Normal,-88.07,41.48
28,90,2016-06-02-20,Normal,-90.79,39.69
13,69,2016-06-02-20,Normal,-89.8,35.94
17,27,2016-06-02-20,Normal,-92.03,38.97
11,39,2016-06-02-20,Normal,-93.58,41.62
21,54,2016-06-02-20,Normal,-88.42,41.11
17,27,2016-06-02-20,Normal,-91.74,38.94
16,71,2016-06-02-20,Normal,-91.47,41.74
25,106,2016-06-02-20,Normal,-93.36,41.69
32,21,2016-06-02-20,Normal,-89.63,39.84
25,106,2016-06-02-20,Normal,-93.04,41.71
17,86,2016-06-02-20,Normal,-90.21,38.65
14,15,2016-06-02-20,Normal,-94.58,37.03
11,19,2016-06-02-20,Normal,-90.2,38.65
22,24,2016-06-02-20,Normal,-90.04,35.19
16,69,2016-06-02-20,Normal,-89.91,40.86
10,23,2016-06-02-20,Normal,-90.18,38.64
29,108,2016-06-02-20,Normal,-97.32,37.48
14,15,2016-06-02-20,Normal,-94.46,37.16
19,109,2016-06-02-20,Normal,-97.32,37.48
26,42,2016-06-02-20,Normal,-90.34,38.58
15,48,2016-06-02-20,Normal,-90.37,35.21
26,42,2016-06-02-20,Normal,-90.53,38.51
17,86,2016-06-02-20,Normal,-90.55,38.81
23,93,2016-06-02-20,Normal,-90.29,40.96
30,41,2016-06-02-20,Normal,-93.04,41.71
25,53,2016-06-02-20,Normal,-90.24,38.0
10,23,2016-06-02-20,Normal,-90.53,38.51
22,24,2016-06-02-20,Normal,-90.94,35.03
14,15,2016-06-02-20,Normal,-94.3,37.66
20,47,2016-06-02-20,Normal,-92.74,41.75
31,82,2016-06-02-20,Normal,-94.3,37.66
30,41,2016-06-02-20,Normal,-92.74,41.75
24,102,2016-06-02-20,Normal,-88.77,40.76
14,15,2016-06-02-20,Normal,-94.37,38.0
18,16,2016-06-02-20,Normal,-90.24,39.72
28,34,2016-06-02-20,Normal,-90.24,39.72
27,59,2016-06-02-20,Normal,-90.79,38.83
26,42,2016-06-02-20,Normal,-91.07,38.31
21,21,2016-06-02-20,Normal,-94.35,38.33
19,109,2016-06-02-20,Normal,-97.37,36.91
18,16,2016-06-02-20,Normal,-90.24,39.72
25,53,2016-06-02-20,Normal,-89.56,37.2
16,69,2016-06-02-20,Normal,-91.05,41.72
12,55,2016-06-02-20,Normal,-89.54,36.84
21,21,2016-06-02-20,Normal,-94.38,38.67
28,34,2016-06-02-20,Normal,-90.37,39.71
18,16,2016-06-02-20,Normal,-90.37,39.71
20,47,2016-06-02-20,Normal,-91.94,41.71
17,86,2016-06-02-20,Normal,-92.38,38.98
28,34,2016-06-02-20,Normal,-94.25,39.73
15,48,2016-06-02-20,Normal,-90.68,35.12
21,21,2016-06-02-20,Normal,-94.46,37.16
13,10,2016-06-02-20,Normal,-92.4,41.78
21,21,2016-06-02-20,Normal,-94.31,37.31
23,93,2016-06-02-20,Normal,-89.52,40.7
14,15,2016-06-02-20,Normal,-94.3,37.66
17,86,2016-06-02-20,Normal,-92.03,38.97
24,102,2016-06-02-20,Normal,-87.67,41.87
25,53,2016-06-02-20,Normal,-90.07,35.68
19,109,2016-06-02-20,Normal,-93.92,35.53
15,48,2016-06-02-20,Normal,-90.37,35.21
19,109,2016-06-02-20,Normal,-94.57,35.37
17,86,2016-06-02-20,Normal,-91.74,38.94
25,53,2016-06-02-20,Normal,-89.8,35.94
29,108,2016-06-02-20,Normal,-95.15,35.51
21,21,2016-06-02-20,Normal,-94.3,37.66
29,108,2016-06-02-20,Normal,-94.88,35.47
25,53,2016-06-02-20,Normal,-89.65,36.37
27,59,2016-06-02-20,Normal,-92.22,38.96
31,82,2016-06-02-20,Normal,-94.35,38.33
19,109,2016-06-02-20,Normal,-94.88,35.47
15,48,2016-06-02-20,Normal,-90.37,35.21
24,102,2016-06-02-20,Normal,-88.42,41.11
17,86,2016-06-02-20,Normal,-91.56,38.93
16,69,2016-06-02-20,Normal,-89.91,40.86
18,16,2016-06-02-20,Normal,-93.13,39.78
22,24,2016-06-02-20,Normal,-90.68,35.12
30,41,2016-06-02-20,Normal,-93.58,41.62
28,34,2016-06-02-20,Normal,-93.13,39.78
29,108,2016-06-02-20,Normal,-95.42,35.87
13,10,2016-06-02-20,Normal,-93.58,41.62
17,86,2016-06-02-20,Normal,-91.19,38.83
16,69,2016-06-02-20,Normal,-90.44,41.54
23,93,2016-06-02-20,Normal,-90.7,41.62
31,82,2016-06-02-20,Normal,-94.38,38.99
22,24,2016-06-02-20,Normal,-90.94,35.03
21,21,2016-06-02-20,Normal,-94.38,38.99
19,109,2016-06-02-20,Normal,-95.42,35.87
18,16,2016-06-02-20,Normal,-92.74,39.76
23,93,2016-06-02-20,Normal,-91.05,41.72
18,16,2016-06-02-20,Normal,-92.57,39.77
30,41,2016-06-02-20,Normal,-92.74,41.75
21,21,2016-06-02-20,Normal,-94.59,39.1
24,102,2016-06-02-20,Normal,-89.63,39.84
14,15,2016-06-02-20,Normal,-94.59,39.1
17,86,2016-06-02-20,Normal,-90.93,38.82
26,42,2016-06-02-20,Normal,-93.14,37.26
29,108,2016-06-02-20,Normal,-95.99,36.17
30,41,2016-06-02-20,Normal,-92.4,41.78
19,109,2016-06-02-20,Normal,-95.76,36.08
13,10,2016-06-02-20,Normal,-92.74,41.75
22,24,2016-06-02-20,Normal,-91.74,34.89
28,34,2016-06-02-20,Normal,-92.42,39.76
20,47,2016-06-02-20,Normal,-92.4,41.78
30,41,2016-06-02-20,Normal,-92.19,41.74
17,86,2016-06-02-20,Normal,-90.67,38.82
22,24,2016-06-02-20,Normal,-91.93,34.81
16,69,2016-06-02-20,Normal,-91.47,41.74
15,48,2016-06-02-20,Normal,-91.93,34.81
24,102,2016-06-02-20,Normal,-90.2,38.65
12,55,2016-06-02-20,Normal,-90.35,38.43
31,82,2016-06-02-20,Normal,-94.35,38.33
28,34,2016-06-02-20,Normal,-92.07,39.71
24,102,2016-06-02-20,Normal,-89.74,39.1
12,55,2016-06-02-20,Normal,-90.24,38.0
27,59,2016-06-02-20,Normal,-90.79,38.83
28,34,2016-06-02-20,Normal,-91.8,39.67
18,16,2016-06-02-20,Normal,-91.59,39.68
15,48,2016-06-02-20,Normal,-92.09,34.8
31,82,2016-06-02-20,Normal,-94.37,38.0
20,47,2016-06-02-20,Normal,-91.59,41.7
24,102,2016-06-02-20,Normal,-89.63,39.84
28,34,2016-06-02-20,Normal,-90.79,39.69
25,53,2016-06-02-20,Normal,-89.54,36.84
11,19,2016-06-02-20,Normal,-88.07,41.48
21,21,2016-06-02-20,Normal,-94.46,37.16
18,16,2016-06-02-20,Normal,-90.63,39.7
13,10,2016-06-02-20,Normal,-89.88,41.77
14,15,2016-06-02-20,Normal,-94.31,37.31
18,16,2016-06-02-20,Normal,-90.52,39.71
26,42,2016-06-02-20,Normal,-91.55,38.04
29,108,2016-06-02-20,Normal,-97.32,37.15
27,59,2016-06-02-20,Normal,-90.67,38.82
24,102,2016-06-02-20,Normal,-88.07,41.48
30,41,2016-06-02-20,Normal,-89.29,41.85
15,48,2016-06-02-20,Normal,-90.94,35.03
12,55,2016-06-02-20,Normal,-90.24,35.35
29,108,2016-06-02-20,Normal,-97.32,37.27
27,59,2016-06-02-20,Normal,-90.79,38.83
16,69,2016-06-02-20,Normal,-90.29,40.96
23,93,2016-06-02-20,Normal,-89.91,40.86
25,53,2016-06-02-20,Normal,-90.07,35.68
11,19,2016-06-02-20,Normal,-88.07,41.48
13,10,2016-06-02-20,Normal,-89.03,41.92
28,34,2016-06-02-20,Normal,-90.24,39.72
25,53,2016-06-02-20,Normal,-90.24,35.35
27,59,2016-06-02-20,Normal,-90.93,38.82
